citekey,title,doi,url,identifier_type,verification_status,action
kincaid1975_derivation_readability_formulas,Derivation of New Readability Formulas for Navy Enlisted Personnel,,https://stars.library.ucf.edu/istlibrary/56/,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
mclaughlin1969_smog_grading_readability,SMOG Grading: A New Readability Formula,,https://www.jstor.org/stable/40011226,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
dale1948_formula_predicting_readability,A Formula for Predicting Readability,,https://www.jstor.org/stable/1473169,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
badarudeen2010_assessing_readability_patient,Assessing Readability of Patient Education Materials: Current Role in Orthopaedics,10.1007/s11999-010-1380-y,https://doi.org/10.1007/s11999-010-1380-y,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
weiss2003_health_literacy_manual,Health Literacy: A Manual for Clinicians,,https://www.ama-assn.org/,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
berkman2011_low_health_literacy,Low Health Literacy and Health Outcomes: An Updated Systematic Review,10.7326/0003-4819-155-2-201107190-00005,https://www.acpjournals.org/doi/10.7326/0003-4819-155-2-201107190-00005,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
page2021_prisma_2020_statement,The PRISMA 2020 Statement: An Updated Guideline for Reporting Systematic Reviews,10.1136/bmj.n71,https://www.bmj.com/content/372/bmj.n71,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
rethlefsen2021_prisma_s_extension,PRISMA-S: An Extension to the PRISMA Statement for Reporting Literature Searches in Systematic Reviews,10.1186/s13643-020-01542-z,https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/s13643-020-01542-z,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
campbell2020_synthesis_without_meta,Synthesis without Meta-analysis (SWiM) in Systematic Reviews: Reporting Guideline,10.1136/bmj.l6890,https://www.bmj.com/content/368/bmj.l6890,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
guyatt2008_grade_emerging_consensus,GRADE: An Emerging Consensus on Rating Quality of Evidence and Strength of Recommendations,10.1136/bmj.39489.470347.AD,https://www.bmj.com/content/336/7650/924,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
sterne2019_rob_2_revised,RoB 2: A Revised Tool for Assessing Risk of Bias in Randomised Trials,10.1136/bmj.l4898,https://www.bmj.com/content/366/bmj.l4898,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
sterne2016_robins_i_tool,ROBINS-I: A Tool for Assessing Risk of Bias in Non-randomised Studies of Interventions,10.1136/bmj.i4919,https://www.bmj.com/content/355/bmj.i4919,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
shea2017_amstar_2_critical,"AMSTAR 2: A Critical Appraisal Tool for Systematic Reviews That Include Randomised or Non-randomised Studies of Healthcare Interventions, or Both",10.1136/bmj.j4008,https://www.bmj.com/content/358/bmj.j4008,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
cooke2012_beyond_pico_spider,Beyond PICO: The SPIDER Tool for Qualitative Evidence Synthesis,10.1177/1049732312452938,https://doi.org/10.1177/1049732312452938,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
thomas2008_thematic_synthesis_qualitative,Methods for the Thematic Synthesis of Qualitative Research in Systematic Reviews,10.1186/1471-2288-8-45,https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/1471-2288-8-45,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
haddaway2022_prisma2020_r_package,PRISMA2020: An R Package and Shiny App for Producing PRISMA 2020-compliant Flow Diagrams,10.1002/cl2.1230,https://onlinelibrary.wiley.com/doi/10.1002/cl2.1230,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
ouzzani2016_rayyan_web_mobile,Rayyan: A Web and Mobile App for Systematic Reviews,10.1186/s13643-016-0384-4,https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/s13643-016-0384-4,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
aria2017_bibliometrix_r_tool,Bibliometrix: An R-tool for Comprehensive Science Mapping Analysis,10.1016/j.joi.2017.08.007,https://www.sciencedirect.com/science/article/pii/S1751157717300500,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
vaneck2010_software_vosviewer_computer,"Software Survey: VOSviewer, a Computer Program for Bibliometric Mapping",10.1007/s11192-009-0146-3,https://link.springer.com/article/10.1007/s11192-009-0146-3,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
moher2009_preferred_reporting_items,Preferred Reporting Items for Systematic Reviews and Meta-Analyses: The PRISMA Statement,10.1371/journal.pmed.1000097,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000097,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
higgins2023_cochrane_handbook_systematic,Cochrane Handbook for Systematic Reviews of Interventions,,https://training.cochrane.org/handbook/current,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
aromataris2020_jbi_manual_evidence,JBI Manual for Evidence Synthesis,10.46658/JBIMES-20-01,https://synthesismanual.jbi.global,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
hong2018_mixed_appraisal_tool,"Mixed Methods Appraisal Tool (MMAT), Version 2018",,http://mixedmethodsappraisaltoolpublic.pbworks.com/,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
devlin2019_bert_pre_training,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,10.18653/v1/N19-1423,https://aclanthology.org/N19-1423/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
raffel2020_exploring_limits_transfer,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,,https://jmlr.org/papers/v21/20-074.html,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
lewis2020_bart_denoising_sequence,"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",10.18653/v1/2020.acl-main.703,https://aclanthology.org/2020.acl-main.703/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
xue2021_mt5_massively_multilingual,mT5: A Massively Multilingual Pre-trained Text-to-Text Transformer,10.18653/v1/2021.naacl-main.41,https://aclanthology.org/2021.naacl-main.41/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
liu2020_multilingual_denoising_pre,Multilingual Denoising Pre-training for Neural Machine Translation,10.1162/tacl_a_00343,https://aclanthology.org/2020.tacl-1.47/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
conneau2020_unsupervised_cross_lingual,Unsupervised Cross-lingual Representation Learning at Scale,10.18653/v1/2020.acl-main.747,https://aclanthology.org/2020.acl-main.747/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
pfeiffer2020_mad_x_adapter,MAD-X: An Adapter-Based Framework for Multi-Task Cross-Lingual Transfer,10.18653/v1/2020.emnlp-main.617,https://aclanthology.org/2020.emnlp-main.617/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
houlsby2019_parameter_efficient_transfer,Parameter-Efficient Transfer Learning for NLP,,https://proceedings.mlr.press/v97/houlsby19a.html,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
hu2022_lora_low_rank,LoRA: Low-Rank Adaptation of Large Language Models,,https://openreview.net/forum?id=nZeVKeeFYf9,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
joshi2020_state_fate_linguistic,The State and Fate of Linguistic Diversity and Inclusion in the NLP World,10.18653/v1/2020.acl-main.560,https://aclanthology.org/2020.acl-main.560/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
ruder2019_cross_lingual_word,A Survey of Cross-lingual Word Embedding Models,10.1613/jair.1.11640,https://www.jair.org/index.php/jair/article/view/11640,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
lauscher2020_zero_hero_limitations,From Zero to Hero: On the Limitations of Zero-Shot Cross-Lingual Transfer with Multilingual Transformers,10.18653/v1/2020.emnlp-main.363,https://aclanthology.org/2020.emnlp-main.363/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
touvron2023_llama_2_open,Llama 2: Open Foundation and Fine-Tuned Chat Models,,https://arxiv.org/abs/2307.09288,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
dubey2024_llama_3_herd,The Llama 3 Herd of Models,,https://arxiv.org/abs/2407.21783,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
yang2024_qwen2_5_technical,Qwen2.5 Technical Report,,https://arxiv.org/abs/2412.15115,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
team2024_gemma_open_gemini,Gemma: Open Models Based on Gemini Research and Technology,,https://arxiv.org/abs/2403.08295,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
team2024_gemma_2_improving,Gemma 2: Improving Open Language Models at a Practical Size,,https://arxiv.org/abs/2408.00118,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
jiang2023_mistral_7b,Mistral 7B,,https://arxiv.org/abs/2310.06825,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
dettmers2023_qlora_efficient_finetuning,QLoRA: Efficient Finetuning of Quantized LLMs,,https://arxiv.org/abs/2305.14314,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
dettmers2022_llm_int8_8,LLM.int8(): 8-bit Matrix Multiplication for Transformers at Scale,,https://arxiv.org/abs/2208.07339,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
johnson2016_mimic_iii_freely,"MIMIC-III, A Freely Accessible Critical Care Database",10.1038/sdata.2016.35,https://www.nature.com/articles/sdata201635,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
johnson2023_mimic_iv_freely,"MIMIC-IV, A Freely Accessible Electronic Health Record Dataset",10.1038/s41597-022-01899-x,https://www.nature.com/articles/s41597-022-01899-x,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
irvin2019_chexpert_chest_radiograph,CheXpert: A Large Chest Radiograph Dataset with Uncertainty Labels and Expert Comparison,10.1609/aaai.v33i01.3301590,https://ojs.aaai.org/index.php/AAAI/article/view/3834,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
bustos2020_padchest_chest_x,PadChest: A Large Chest X-Ray Image Dataset with Multi-label Annotated Reports,10.1016/j.media.2020.101797,https://doi.org/10.1016/j.media.2020.101797,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
demnerfushman2016_preparing_collection_radiology,Preparing a Collection of Radiology Examinations for Distribution and Retrieval,10.1093/jamia/ocv080,https://academic.oup.com/jamia/article/23/2/304/2379821,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
uzuner2011_2010_i2b2_va,"2010 i2b2/VA Challenge on Concepts, Assertions, and Relations in Clinical Text",10.1136/amiajnl-2011-000203,https://academic.oup.com/jamia/article/18/5/552/829599,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
uzuner2007_evaluating_state_art,Evaluating the State-of-the-Art in Automatic De-identification,10.1197/jamia.M2444,https://academic.oup.com/jamia/article/14/5/550/790429,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
henry2020_2018_n2c2_shared,2018 n2c2 Shared Task on Adverse Drug Events and Medication Extraction in Electronic Health Records,10.1093/jamia/ocz166,https://academic.oup.com/jamia/article/27/1/3/5580141,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
soysal2018_clamp_toolkit_efficiently,CLAMP: A Toolkit for Efficiently Building Customized Clinical Natural Language Processing Pipelines,10.1093/jamia/ocx132,https://academic.oup.com/jamia/article/25/3/331/4645808,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
savova2010_mayo_clinical_text,"Mayo Clinical Text Analysis and Knowledge Extraction System (cTAKES): Architecture, Component Evaluation and Applications",10.1136/jamia.2009.001560,https://academic.oup.com/jamia/article/17/5/507/830823,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
aronson2010_overview_metamap_historical,An Overview of MetaMap: Historical Perspective and Recent Advances,10.1136/jamia.2009.002733,https://academic.oup.com/jamia/article/17/3/229/830689,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
luo2022_natural_language_processing,Natural Language Processing for EHR-Based Computational Phenotyping,10.1109/TCBB.2020.3014350,https://doi.org/10.1109/TCBB.2020.3014350,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
wang2018_clinical_information_extraction,Clinical Information Extraction Applications: A Literature Review,10.1016/j.jbi.2017.11.011,https://www.sciencedirect.com/science/article/pii/S1532046417302563,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
jensen2012_mining_electronic_health,Mining Electronic Health Records: Towards Better Research Applications and Clinical Care,10.1038/nrg3208,https://www.nature.com/articles/nrg3208,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
shickel2018_deep_ehr_recent,Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record Analysis,10.1109/JBHI.2017.2767063,https://doi.org/10.1109/JBHI.2017.2767063,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
wallace2016_extracting_pico_sentences,Extracting PICO Sentences from Clinical Trial Reports Using Supervised Distant Supervision,,https://jmlr.org/papers/v17/15-231.html,URL,url_stable_no_doi,Open publisher/repository URL; verify metadata manually.
marshall2015_automating_risk_bias,Automating Risk of Bias Assessment for Clinical Trials,10.1145/2649387.2649444,https://doi.org/10.1145/2649387.2649444,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
lehman2019_inferring_which_medical,Inferring Which Medical Treatments Work from Reports of Clinical Trials,10.18653/v1/N19-1371,https://aclanthology.org/N19-1371/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
wallace2012_deploying_interactive_machine,Deploying an Interactive Machine Learning System in an Evidence-based Practice Center,10.1145/2110363.2110397,https://doi.org/10.1145/2110363.2110397,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
mishra2014_text_summarization_biomedical,Text Summarization in the Biomedical Domain: A Systematic Review of Recent Research,10.1016/j.jbi.2014.06.009,https://www.sciencedirect.com/science/article/pii/S1532046414001253,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
afantenos2005_summarization_medical_documents,Summarization from Medical Documents: A Survey,10.1016/j.artmed.2004.07.017,https://doi.org/10.1016/j.artmed.2004.07.017,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
demnerfushman2007_answering_clinical_questions,Answering Clinical Questions with Knowledge-Based and Statistical Techniques,10.1162/coli.2007.33.1.63,https://aclanthology.org/J07-1003/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
nallapati2016_abstractive_text_summarization,Abstractive Text Summarization Using Sequence-to-Sequence RNNs and Beyond,10.18653/v1/K16-1028,https://aclanthology.org/K16-1028/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
see2017_get_point_summarization,Get To The Point: Summarization with Pointer-Generator Networks,10.18653/v1/P17-1099,https://aclanthology.org/P17-1099/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
narayan2018_don_t_give,"Don't Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization",10.18653/v1/D18-1206,https://aclanthology.org/D18-1206/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
grusky2018_newsroom_1_3,Newsroom: A Dataset of 1.3 Million Summaries with Diverse Extractive Strategies,10.18653/v1/N18-1065,https://aclanthology.org/N18-1065/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
zhang2020_pegasus_pre_training,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,,https://proceedings.mlr.press/v119/zhang20ae.html,arXiv,arxiv_stable_no_doi,Open arXiv page; export BibTeX from arXiv or Zotero connector.
gidiotis2020_divide_conquer_summarization,A Divide-and-Conquer Approach to the Summarization of Long Documents,10.1109/TASLP.2020.2975938,https://doi.org/10.1109/TASLP.2020.2975938,DOI,doi_present_needs_crossref_check,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
cohan2018_discourse_aware_attention,A Discourse-Aware Attention Model for Abstractive Summarization of Long Documents,10.18653/v1/N18-2097,https://aclanthology.org/N18-2097/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
sotudeh2019_generating_extended_summaries,On Generating Extended Summaries of Long Documents,10.18653/v1/D19-5520,https://aclanthology.org/D19-5520/,DOI,doi_structurally_verified_from_source,"Run Crossref/Zotero DOI resolver; if mismatch, move to 00_To_Verify."
